有價證券代號及名稱,國際證券辨識號碼(ISIN Code),發行日,到期日,利率值,市場別,產業別,CFICode,備註
轉換公司債
66721　騰輝電子一KY,TW0006672108,2026/01/22,2031/01/22,0.000000,上櫃,,DCZUDR,
66722　騰輝電子二KY,TW0006672207,2026/02/03,2031/02/03,0.000000,上櫃,,DCZUDR,
66801　鑫創電子一,TW0006680101,2024/09/02,2029/09/02,0.000000,上櫃,,DCZUDR,
67062　惠特二,TW0006706203,2024/10/25,2027/10/25,0.000000,上櫃,,DCZUGR,
67152　嘉基二,TW0006715204,2024/01/18,2026/06/11,0.000000,上櫃,,DCZUGR,
67531　龍德造船一,TW0006753106,2024/06/25,2027/06/25,0.000000,上櫃,,DCZUGR,
67681　志強-KY,TW0006768104,2024/10/31,2027/10/31,0.000000,上櫃,,DCZUGR,
67711　平和環保一創,TW0006771108,2025/05/08,2028/05/08,0.000000,上櫃,,DCZSDR,
67961　晉弘一,TW0006796105,2023/08/25,2026/08/25,0.000000,上櫃,,DCZUGR,
67962　晉弘二,TW0006796204,2025/12/22,2028/12/22,0.000000,上櫃,,DCZUDR,
68041　明係一,TW0006804107,2023/06/19,2026/06/19,0.000000,上櫃,,DCZUGR,
68061　森崴能源一,TW0006806102,2023/11/22,2026/11/22,0.000000,上櫃,,DCZSGR,
68211　聯寶一,TW0006821101,2025/08/15,2028/08/15,0.000000,上櫃,,DCZUDR,
68231　濾能一,TW0006823107,2023/06/01,2026/06/01,0.000000,上櫃,,DCZUDR,
68301　汎銓一,TW0006830102,2024/08/15,2027/08/15,0.000000,上櫃,,DCZUDR,
68351　圓裕一,TW0006835101,2024/11/01,2027/11/01,0.000000,上櫃,,DCZUDR,
68401　東研信超一,TW0006840101,2024/05/27,2027/05/27,0.000000,上櫃,,DCZUGR,
68431　進典一,TW0006843105,2025/08/04,2028/08/04,0.000000,上櫃,,DCZUDR,
68461　綠茵一,TW0006846108,2025/03/13,2030/03/13,0.000000,上櫃,,DCZUDR,
68462　綠茵二,TW0006846207,2025/03/25,2030/03/25,0.000000,上櫃,,DCZUDR,
68541　錼創科技一KY創,TW0006854102,2025/02/27,2028/02/27,0.000000,上櫃,,DCZSDR,
68621　三集瑞一KY,TW0006862105,2026/03/13,2029/03/13,0.000000,上櫃,,DCZUDR,
68631　永道一KY,TW0006863103,2024/10/15,2027/10/15,0.000000,上櫃,,DCZUGR,
68701　騰雲一,TW0006870108,2024/12/05,2029/12/05,0.000000,上櫃,,DCZUDR,
68702　騰雲二,TW0006870207,2024/12/05,2029/12/05,0.000000,上櫃,,DCZUDR,
68731　泓德能源一,TW0006873102,2023/09/28,2026/09/28,0.000000,上櫃,,DCZUDR,
68732　泓德能源二,TW0006873201,2025/05/29,2030/05/29,0.000000,上櫃,,DCZUDR,
68741　倍力一,TW0006874100,2024/11/04,2027/11/04,0.000000,上櫃,,DCZUDR,
68901　來億一KY,TW0006890106,2025/11/28,2028/11/28,0.000000,上櫃,,DCZUGR,
68902　來億二KY,TW0006890205,2025/12/10,2028/12/10,0.000000,上櫃,,DCZUGR,
68941　衛司特一,TW0006894108,2026/03/09,2029/03/09,0.000000,上櫃,,DCZUGR,
69041　伯鑫一,TW0006904105,2025/12/26,2028/12/26,0.000000,上櫃,,DCZUGR,
69131　鴻呈一,TW0006913106,2026/03/19,2029/03/19,0.000000,上櫃,,DCZUDR,
69571　裕慶一KY,TW0006957103,2025/10/02,2028/10/02,0.000000,上櫃,,DCZUDR,
69821　大井泵浦一,TW0006982101,2025/07/23,2028/07/23,0.000000,上櫃,,DCZUDR,
69822　大井泵浦二,TW0006982200,2025/08/04,2028/08/04,0.000000,上櫃,,DCZUDR,
74022　邑錡二,TW0007402208,2025/09/02,2028/09/02,0.000000,上櫃,,DCZUDR,
75561　意德士一永,TW0007556102,2025/08/12,2028/08/12,0.000000,上櫃,,DCZUGR,
75562　意德士二,TW0007556201,2025/08/15,2028/08/15,0.000000,上櫃,,DCZUGR,
77131　威力德生醫一,TW0007713109,2025/10/20,2028/10/20,0.000000,上櫃,,DCZUDR,
80212　尖點二,TW0008021205,2026/01/20,2031/01/20,0.000000,上櫃,,DCZUDR,
80273　鈦昇三,TW0008027301,2022/07/13,2027/07/13,0.000000,上櫃,,DCZUDR,
80282　昇陽半導體二,TW0008028200,2025/01/22,2030/01/22,0.000000,上櫃,,DCZUGR,
80426　金山電六,TW0008042607,2025/12/16,2028/12/16,0.000000,上櫃,,DCZUDR,
80506　廣積六,TW0008050600,2022/11/22,2027/11/22,0.000000,上櫃,,DCZUDR,
80872　麗升能源二,TW0008087206,2025/05/02,2028/05/02,0.000000,上櫃,,DCZUDR,
80914　翔名四,TW0008091406,2024/08/15,2027/08/15,0.000000,上櫃,,DCZUDR,
80924　建暐四,TW0008092404,2024/03/11,2027/03/11,0.000000,上櫃,,DCZSDR,
81042　錸寶二,TW0008104209,2022/01/11,2027/01/11,0.000000,上櫃,,DCZUDR,
81114　立碁四,TW0008111402,2026/04/28,2029/04/28,0.000000,上櫃,,DCZUDR,
811210　至上十,TW0008112103,2024/05/24,2029/05/24,0.000000,上櫃,,DCZUDR,
81473　正淩三,TW0008147307,2024/10/03,2027/10/03,0.000000,上櫃,,DCZUGR,
81551　博智一,TW0008155102,2025/01/10,2030/01/10,0.000000,上櫃,,DCZUDR,
81714　天宇四,TW0008171406,2024/11/12,2027/11/12,0.000000,上櫃,,DCZSGR,
81715　天宇五,TW0008171505,2024/11/14,2027/11/14,0.000000,上櫃,,DCZUGR,
82102　勤誠二,TW0008210204,2026/01/26,2029/01/26,0.000000,上櫃,,DCZUGR,
82103　勤誠三,TW0008210303,2026/02/03,2029/02/03,0.000000,上櫃,,DCZUGR,
82551　朋程一,TW0008255100,2023/08/09,2026/08/09,0.000000,上櫃,,DCZUGR,
82711　宇瞻一,TW0008271107,2026/05/05,2029/05/05,0.000000,上櫃,,DCZUGR,
82993　群聯三,TW0008299306,2026/02/06,2031/02/06,0.000000,上櫃,,DCZUDR,
83742　羅昇二,TW0008374208,2024/11/15,2027/11/15,0.000000,上櫃,,DCZUGR,
84041　百和興業一KY,TW0008404104,2025/10/03,2028/10/03,0.000000,上櫃,,DCZSDR,
84113　福貞三KY,TW0008411307,2025/08/01,2030/08/01,0.000000,上櫃,,DCZSDR,
84221　可寧衛一,TW0008422106,2022/11/22,2027/11/22,0.000000,上櫃,,DCZUDR,
84222　可寧衛二,TW0008422205,2025/04/07,2030/04/07,0.000000,上櫃,,DCZUDR,
84312　匯鑽科二,TW0008431206,2026/01/05,2029/01/05,0.000000,上櫃,,DCZUDR,
84332　弘帆二,TW0008433202,2024/05/24,2027/05/24,0.000000,上櫃,,DCZUDR,
84333　弘帆三,TW0008433301,2024/05/27,2027/05/27,0.000000,上櫃,,DCZUDR,
84422　威宏二KY,TW0008442203,2023/10/19,2026/10/19,0.000000,上櫃,,DCZSGR,
84624　柏文四,TW0008462409,2026/05/08,2029/05/08,0.000000,上櫃,,DCZUDR,
84662　美吉吉二KY,TW0008466202,2023/07/26,2026/07/26,0.000000,上櫃,,DCZUDR,
84672　波力二KY,TW0008467200,2024/05/30,2027/05/30,0.000000,上櫃,,DCZSGR,
84673　波力三KY,TW0008467309,2024/05/31,2027/05/31,0.000000,上櫃,,DCZUGR,
84732　山林水二,TW0008473208,2021/09/28,2026/09/28,0.000000,上櫃,,DCZUDR,
84762　台境二,TW0008476201,2026/04/21,2029/04/21,0.000000,上櫃,,DCZUDR,
84781　東哥遊艇一,TW0008478108,2024/07/15,2027/07/15,0.000000,上櫃,,DCZUGR,
84881　吉源一KY,TW0008488107,2023/12/19,2026/12/19,0.000000,上櫃,,DCZSGR,
84891　三貝德一,TW0008489105,2024/12/09,2027/12/09,0.000000,上櫃,,DCZSDR,
89277　北基七,TW0008927708,2024/08/16,2027/08/16,0.000000,上櫃,,DCZSGR,
89278　北基八,TW0008927807,2024/08/21,2027/08/21,0.000000,上櫃,,DCZUDR,
89964　高力四,TW0008996406,2023/12/06,2028/12/06,0.000000,上櫃,,DCZUDR,
98026　鈺齊六KY,TW0009802603,2024/11/15,2027/11/15,0.000000,上櫃,,DCZUDR,
99063　欣巴巴三,TW0009906305,2025/02/27,2028/02/27,0.000000,上櫃,,DCZUDR,
99332　中鼎二,TW0009933200,2024/07/23,2029/07/23,0.000000,上櫃,,DCZUDR,
99353　慶豐富三,TW0009935304,2024/10/14,2027/10/14,0.000000,上櫃,,DCZUDR,
99392　宏全二,TW0009939207,2024/10/29,2029/10/29,0.000000,上櫃,,DCZUDR,
99412　裕融二,TW0009941203,2023/11/20,2028/11/20,0.000000,上櫃,,DCZUDR,
99587　世紀鋼七,TW0009958702,2024/10/28,2027/10/28,0.000000,上櫃,,DCZUDR,
99588　世紀鋼八永,TW0009958801,2024/11/08,2027/11/08,0.000000,上櫃,,DCZUDR,
公司債
B20160　P09亞泥2B,TW000B201607,2020/06/18,2027/06/18,0.830000,上櫃,,DBFUFR,
B20162　P09亞泥3B,TW000B201623,2020/09/23,2027/09/23,0.730000,上櫃,,DBFUFR,
B20164　P09亞泥4B,TW000B201649,2020/12/23,2027/12/23,0.650000,上櫃,,DBFUFR,
B20165　P10亞泥1,TW000B201656,2021/08/05,2026/08/05,0.600000,上櫃,,DBFUFR,
B20166　P12亞泥1,TW000B201664,2023/04/27,2028/04/27,1.600000,上櫃,,DBFUFR,
B20167　P13亞泥1A,TW000B201672,2024/04/26,2029/04/26,1.700000,上櫃,,DBFUFR,
B20168　P13亞泥1B,TW000B201680,2024/04/26,2031/04/26,1.770000,上櫃,,DBFUFR,
B20169　P14亞泥1,TW000B201698,2025/04/29,2030/04/29,2.100000,上櫃,,DBFUFR,
B20170　P14亞泥2,TW000B201706,2025/07/29,2030/07/29,2.080000,上櫃,,DBFUFR,
B20171　P14亞泥3,TW000B201714,2025/09/22,2030/09/22,1.900000,上櫃,,DBFUFR,
B20172　P14亞泥4,TW000B201722,2025/12/22,2030/12/22,1.750000,上櫃,,DBFUFR,
B20173　P15亞泥1,TW000B201730,2026/05/08,2031/05/08,1.920000,上櫃,,DBFUFR,
B20244　P07台泥1,TW000B202449,2018/06/21,2033/06/21,1.700000,上櫃,,DBFUFR,
B20246　P09台泥1A,TW000B202464,2020/04/15,2027/04/15,0.690000,上櫃,,DBFUFR,
B20247　P09台泥1B,TW000B202472,2020/04/15,2035/04/15,0.930000,上櫃,,DBFUFR,
B20248　P10台泥1A,TW000B202480,2021/08/31,2026/08/31,0.590000,上櫃,,DBFUFR,
B20249　P10台泥1B,TW000B202498,2021/08/31,2028/08/31,0.680000,上櫃,,DBFUFR,
B20250　P10台泥1C,TW000B202506,2021/08/31,2031/08/31,0.780000,上櫃,,DBFUFR,
B20251　P10台泥1D,TW000B202514,2021/08/31,2036/08/31,0.950000,上櫃,,DBFUFR,
B20252　P11台泥1A,TW000B202522,2022/06/08,2028/06/08,1.900000,上櫃,,DBFUFR,
B20253　P11台泥1B,TW000B202530,2022/06/08,2032/06/08,2.150000,上櫃,,DBFUFR,
B20254　P11台泥2A,TW000B202548,2022/11/25,2027/11/25,2.100000,上櫃,,DBFUFR,
B20255　P11台泥2B,TW000B202555,2022/11/25,2032/11/25,2.650000,上櫃,,DBFUFR,
B20256　P12台泥1A,TW000B202563,2023/01/13,2030/01/13,2.400000,上櫃,,DBFUFR,
B20257　P12台泥1B,TW000B202571,2023/01/13,2033/01/13,2.650000,上櫃,,DBFUFR,
B20258　P14台泥1A,TW000B202589,2025/12/23,2031/12/23,1.800000,上櫃,,DBFUFR,
B20259　P14台泥1B,TW000B202597,2025/12/23,2037/12/23,2.100000,上櫃,,DBFUFR,
B20260　P14台泥1C,TW000B202605,2025/12/23,2040/12/23,2.250000,上櫃,,DBFUFR,
B30441　P08統一1B,TW000B304419,2019/05/15,2026/05/15,0.830000,上櫃,,DBFUFR,
B30443　P08統一2B,TW000B304435,2019/09/25,2026/09/25,0.730000,上櫃,,DBFUFR,
B30445　P09統一1B,TW000B304450,2020/04/22,2027/04/22,0.590000,上櫃,,DBFUFR,
B30447　P09統一2B,TW000B304476,2020/10/14,2027/10/14,0.580000,上櫃,,DBFUFR,
B30448　P09統一3,TW000B304484,2020/12/29,2027/12/29,0.430000,上櫃,,DBFUFR,
B30449　P10統一1A,TW000B304492,2021/06/02,2026/06/02,0.450000,上櫃,,DBFUFR,
B30450　P10統一1B,TW000B304500,2021/06/02,2028/06/02,0.530000,上櫃,,DBFUFR,
B30451　P10統一2A,TW000B304518,2021/09/28,2028/09/28,0.520000,上櫃,,DBFUFR,
B30452　P10統一2B,TW000B304526,2021/09/28,2031/09/28,0.560000,上櫃,,DBFUFR,
B30453　P11統一1A,TW000B304534,2022/09/14,2027/09/14,1.500000,上櫃,,DBFUFR,
B30454　P11統一1B,TW000B304542,2022/09/14,2029/09/14,1.600000,上櫃,,DBFUFR,
B30455　P12統一1A,TW000B304559,2023/04/18,2028/04/18,1.530000,上櫃,,DBFUFR,
B30456　P12統一1B,TW000B304567,2023/04/18,2030/04/18,1.620000,上櫃,,DBFUFR,
B30457　P12統一2,TW000B304575,2023/07/20,2028/07/20,1.550000,上櫃,,DBFUFR,
B30458　P12統一3A,TW000B304583,2023/10/18,2028/10/18,1.550000,上櫃,,DBFUFR,
B30459　P12統一3B,TW000B304591,2023/10/18,2033/10/18,1.750000,上櫃,,DBFUFR,
B30460　P13統一1A,TW000B304609,2024/04/16,2029/04/16,1.600000,上櫃,,DBFUFR,
B30461　P13統一1B,TW000B304617,2024/04/16,2034/04/16,1.720000,上櫃,,DBFUFR,
B30462　P13統一2,TW000B304625,2024/10/23,2029/10/23,1.840000,上櫃,,DBFUFR,
B30463　P14統一1,TW000B304633,2025/04/18,2030/04/18,1.900000,上櫃,,DBFUFR,
B30464　P14統一2,TW000B304641,2025/09/19,2030/09/19,1.660000,上櫃,,DBFUFR,
B30465　P15統一1,TW000B304658,2026/05/08,2031/05/08,1.750000,上櫃,,DBFUFR,
B30804　P11聯華1A,TW000B308048,2022/05/17,2027/05/17,1.300000,上櫃,,DBFSFR,
B30805　P11聯華1B,TW000B308055,2022/05/17,2027/05/17,1.300000,上櫃,,DBFSFR,
B401D6　P03南亞1,TW000B401D63,2014/06/24,2029/06/24,2.040000,上櫃,,DBFUFR,
B401DE　P07南亞1C,TW000B401DE3,2018/09/06,2028/09/06,1.070000,上櫃,,DBFUFR,
B401DG　P08南亞1B,TW000B401DG8,2019/06/17,2026/06/17,0.820000,上櫃,,DBFUFR,
B401DH　P08南亞1C,TW000B401DH6,2019/06/17,2029/06/17,0.910000,上櫃,,DBFUFR,
B401DK　P08南亞2B,TW000B401DK0,2019/10/15,2026/10/15,0.750000,上櫃,,DBFUFR,
B401DL　P08南亞2C,TW000B401DL8,2019/10/15,2029/10/15,0.840000,上櫃,,DBFUFR,
B401DN　P09南亞1B,TW000B401DN4,2020/09/24,2027/09/24,0.580000,上櫃,,DBFUFR,
B401DP　P09南亞1C,TW000B401DP9,2020/09/24,2030/09/24,0.620000,上櫃,,DBFUFR,
B401DQ　P10南亞1A,TW000B401DQ7,2021/06/03,2026/06/03,0.450000,上櫃,,DBFUFR,
B401DR　P10南亞1B,TW000B401DR5,2021/06/03,2028/06/03,0.530000,上櫃,,DBFUFR,
B401DS　P12南亞1A,TW000B401DS3,2023/10/05,2028/10/05,1.570000,上櫃,,DBFUFR,
B401DT　P12南亞1B,TW000B401DT1,2023/10/05,2033/10/05,1.770000,上櫃,,DBFUFR,
B401DU　P14南亞1,TW000B401DU9,2025/05/20,2030/05/20,2.080000,上櫃,,DBFUFR,
B401DV　P14南亞2A,TW000B401DV7,2025/09/19,2030/09/19,1.900000,上櫃,,DBFUFR,
B401DW　P14南亞2B,TW000B401DW5,2025/09/19,2035/09/19,2.030000,上櫃,,DBFUFR,
B402B8　P03台塑1B,TW000B402B80,2014/05/21,2026/05/21,1.920000,上櫃,,DBFUFR,
B402BD　P07台塑1C,TW000B402BD7,2018/06/26,2028/06/26,1.090000,上櫃,,DBFUFR,
B402BF　P09台塑1B,TW000B402BF2,2020/06/22,2027/06/22,0.630000,上櫃,,DBFUFR,
B402BG　P09台塑1C,TW000B402BG0,2020/06/22,2030/06/22,0.670000,上櫃,,DBFUFR,
B402BH　P10台塑1A,TW000B402BH8,2021/09/15,2026/09/15,0.460000,上櫃,,DBFUFR,
B402BJ　P10台塑1B,TW000B402BJ4,2021/09/15,2028/09/15,0.520000,上櫃,,DBFUFR,
B402BK　P12台塑1A,TW000B402BK2,2023/06/27,2028/06/27,1.550000,上櫃,,DBFUFR,
B402BL　P12台塑1B,TW000B402BL0,2023/06/27,2030/06/27,1.620000,上櫃,,DBFUFR,
B402BM　P13台塑1A,TW000B402BM8,2024/05/14,2029/05/14,1.820000,上櫃,,DBFUFR,
B402BN　P13台塑1B,TW000B402BN6,2024/05/14,2034/05/14,1.900000,上櫃,,DBFUFR,
B402BP　P13台塑2A,TW000B402BP1,2024/12/10,2029/12/10,1.920000,上櫃,,DBFUFR,
B402BQ　P13台塑2B,TW000B402BQ9,2024/12/10,2034/12/10,2.000000,上櫃,,DBFUFR,
B402BR　P14台塑1,TW000B402BR7,2025/09/15,2030/09/15,2.020000,上櫃,,DBFUFR,
B40423　P10台聚1A,TW000B404235,2021/06/23,2026/06/23,0.630000,上櫃,,DBFUFR,
B40424　P10台聚1B,TW000B404243,2021/06/23,2028/06/23,0.730000,上櫃,,DBFUFR,
B40425　P10台聚2A,TW000B404250,2021/10/26,2026/10/26,0.630000,上櫃,,DBFUFR,
B40426　P10台聚2B,TW000B404268,2021/10/26,2028/10/26,0.770000,上櫃,,DBFUFR,
B40706　P11聯成1A,TW000B407063,2022/07/26,2027/07/26,1.800000,上櫃,,DBFSFR,
B40707　P11聯成1B,TW000B407071,2022/07/26,2027/07/26,1.800000,上櫃,,DBFSFR,
B40708　P11聯成1C,TW000B407089,2022/07/26,2027/07/26,1.800000,上櫃,,DBFSFR,
B50164　P09遠東新3,TW000B501642,2020/06/10,2027/06/10,0.850000,上櫃,,DBFUFR,
B50165　P09遠東新4,TW000B501659,2020/09/17,2027/09/17,0.830000,上櫃,,DBFUFR,
B50168　P10遠東新2,TW000B501683,2021/05/24,2026/05/24,0.520000,上櫃,,DBFUFR,
B50169　P10遠東新3,TW000B501691,2021/09/27,2026/09/27,0.630000,上櫃,,DBFUFR,
B50170　P11遠東新1,TW000B501709,2022/09/14,2027/09/14,1.750000,上櫃,,DBFUFR,
B50172　P11遠東新3,TW000B501725,2022/10/26,2027/10/26,1.800000,上櫃,,DBFUFR,
B50174　P12遠東新2,TW000B501741,2023/01/06,2028/01/06,1.800000,上櫃,,DBFUFR,
B50175　P12遠東新3,TW000B501758,2023/03/30,2028/03/30,1.500000,上櫃,,DBFUFR,
B50176　P12遠東新4,TW000B501766,2023/07/27,2026/07/27,1.600000,上櫃,,DBFUFR,
B50177　P12遠東新5,TW000B501774,2023/07/27,2028/07/27,1.670000,上櫃,,DBFUFR,
B50178　P12遠東新6,TW000B501782,2023/10/30,2028/10/30,1.730000,上櫃,,DBFUFR,
B50179　P12遠東新7,TW000B501790,2023/12/25,2028/12/25,1.770000,上櫃,,DBFUFR,
B50180　P12遠東新8,TW000B501808,2023/12/25,2028/12/25,1.800000,上櫃,,DBFUFR,
B50181　P13遠東新1,TW000B501816,2024/04/08,2029/04/08,1.660000,上櫃,,DBFUFR,
B50182　P13遠東新2,TW000B501824,2024/04/08,2029/04/08,1.750000,上櫃,,DBFUFR,
B50183　P13遠東新3,TW000B501832,2024/09/27,2027/09/27,1.970000,上櫃,,DBFUFR,
B50184　P13遠東新4,TW000B501840,2024/09/27,2029/09/27,1.990000,上櫃,,DBFUFR,
B50185　P13遠東新5,TW000B501857,2024/09/27,2031/09/27,2.040000,上櫃,,DBFUFR,
B50186　P13遠東新6,TW000B501865,2024/12/26,2027/12/26,1.950000,上櫃,,DBFUFR,
B50187　P13遠東新7,TW000B501873,2024/12/26,2029/12/26,1.950000,上櫃,,DBFUFR,
B50188　P13遠東新8,TW000B501881,2024/12/26,2029/12/26,1.980000,上櫃,,DBFUFR,
B50189　P13遠東新9,TW000B501899,2024/12/26,2031/12/26,2.020000,上櫃,,DBFUFR,
B50190　P14遠東新1,TW000B501907,2025/06/09,2028/06/09,2.030000,上櫃,,DBFUFR,
B50191　P14遠東新2,TW000B501915,2025/06/09,2030/06/09,2.050000,上櫃,,DBFUFR,
B50192　P14遠東新3,TW000B501923,2025/06/09,2030/06/09,2.120000,上櫃,,DBFUFR,
B50193　P14遠東新4,TW000B501931,2025/08/07,2028/08/07,1.980000,上櫃,,DBFUFR,
B50194　P14遠東新5,TW000B501949,2025/08/07,2030/08/07,2.050000,上櫃,,DBFUFR,
B50195　P14遠東新6,TW000B501956,2025/08/07,2032/08/07,2.050000,上櫃,,DBFUFR,
B50196　P14遠東新7,TW000B501964,2025/11/04,2028/11/04,1.880000,上櫃,,DBFUFR,
B50197　P14遠東新8,TW000B501972,2025/11/04,2030/11/04,1.950000,上櫃,,DBFUFR,
B50198　P14遠東新9,TW000B501980,2025/11/04,2032/11/04,2.000000,上櫃,,DBFUFR,
B50199　P14遠東新10,TW000B501998,2025/12/19,2028/12/19,1.800000,上櫃,,DBFUFR,
B501A1　P14遠東新11,TW000B501A16,2025/12/19,2030/12/19,1.850000,上櫃,,DBFUFR,
B501A2　P14遠東新12,TW000B501A24,2025/12/19,2032/12/19,1.880000,上櫃,,DBFUFR,
B501A3　P15遠東新1,TW000B501A32,2026/04/27,2031/04/27,2.030000,上櫃,,DBFUFR,
B50912　P13怡華1,TW000B509124,2024/04/22,2027/04/22,1.800000,上櫃,,DBFSFR,
B50913　P14怡華1,TW000B509132,2025/01/08,2028/01/08,2.070000,上櫃,,DBFSFR,
B51407　P10新纖2,TW000B514074,2021/10/28,2026/10/28,0.540000,上櫃,,DBFSFR,
B60104　P10中興電1,TW000B601046,2021/09/29,2026/09/29,0.550000,上櫃,,DBFSFR,
B60438　P10華新1,TW000B604388,2021/10/08,2026/10/08,0.700000,上櫃,,DBFUFR,
B60439　P12華新1A,TW000B604396,2023/04/11,2028/04/11,1.700000,上櫃,,DBFUFR,
B60440　P12華新1B,TW000B604404,2023/04/11,2033/04/11,2.100000,上櫃,,DBFUFR,
B60906　P10世界1A,TW000B609064,2021/10/06,2026/10/06,0.570000,上櫃,,DBFUFR,
B60907　P10世界1B,TW000B609072,2021/10/06,2026/10/06,0.520000,上櫃,,DBFUFR,
B60908　P11世界1A,TW000B609080,2022/03/29,2027/03/29,0.900000,上櫃,,DBFUFR,
B60909　P11世界1B,TW000B609098,2022/03/29,2027/03/29,0.850000,上櫃,,DBFUFR,
B60910　P12世界1A,TW000B609106,2023/09/25,2028/09/25,1.680000,上櫃,,DBFUFR,
B60911　P12世界1B,TW000B609114,2023/09/25,2030/09/25,1.750000,上櫃,,DBFUFR,
B60912　P13世界1,TW000B609122,2024/03/06,2031/03/06,1.820000,上櫃,,DBFUFR,
B618BN　P09台積1B,TW000B618BN7,2020/03/23,2027/03/23,0.620000,上櫃,,DBFUFR,
B618BP　P09台積1C,TW000B618BP2,2020/03/23,2030/03/23,0.640000,上櫃,,DBFUFR,
B618BR　P09台積2B,TW000B618BR8,2020/04/15,2027/04/15,0.580000,上櫃,,DBFUFR,
B618BS　P09台積2C,TW000B618BS6,2020/04/15,2030/04/15,0.600000,上櫃,,DBFUFR,
B618BU　P09台積3B,TW000B618BU2,2020/05/29,2027/05/29,0.600000,上櫃,,DBFUFR,
B618BV　P09台積3C,TW000B618BV0,2020/05/29,2030/05/29,0.640000,上櫃,,DBFUFR,
B618BX　P09台積4B,TW000B618BX6,2020/07/14,2027/07/14,0.650000,上櫃,,DBFUFR,
B618BY　P09台積4C,TW000B618BY4,2020/07/14,2030/07/14,0.670000,上櫃,,DBFUFR,
B618C1　P09台積5B,TW000B618C14,2020/09/03,2027/09/03,0.580000,上櫃,,DBFUFR,
B618C2　P09台積5C,TW000B618C22,2020/09/03,2030/09/03,0.600000,上櫃,,DBFUFR,
B618C4　P09台積6B,TW000B618C48,2020/12/02,2027/12/02,0.440000,上櫃,,DBFUFR,
B618C5　P09台積6C,TW000B618C55,2020/12/02,2030/12/02,0.480000,上櫃,,DBFUFR,
B618C7　P09台積7B,TW000B618C71,2020/12/29,2027/12/29,0.410000,上櫃,,DBFUFR,
B618C8　P09台積7C,TW000B618C89,2020/12/29,2030/12/29,0.450000,上櫃,,DBFUFR,
B618CA　P10台積1B,TW000B618CA2,2021/03/30,2028/03/30,0.550000,上櫃,,DBFUFR,
B618CB　P10台積1C,TW000B618CB0,2021/03/30,2031/03/30,0.600000,上櫃,,DBFUFR,
B618CD　P10台積2B,TW000B618CD6,2021/05/03,2028/05/03,0.580000,上櫃,,DBFUFR,
B618CE　P10台積2C,TW000B618CE4,2021/05/03,2031/05/03,0.650000,上櫃,,DBFUFR,
B618CF　P10台積3A,TW000B618CF1,2021/06/25,2026/06/25,0.520000,上櫃,,DBFUFR,
B618CG　P10台積3B,TW000B618CG9,2021/06/25,2028/06/25,0.580000,上櫃,,DBFUFR,
B618CH　P10台積3C,TW000B618CH7,2021/06/25,2031/06/25,0.650000,上櫃,,DBFUFR,
B618CK　P10台積4B,TW000B618CK1,2021/08/19,2026/08/19,0.500000,上櫃,,DBFUFR,
B618CL　P10台積4C,TW000B618CL9,2021/08/19,2028/08/19,0.550000,上櫃,,DBFUFR,
B618CM　P10台積4D,TW000B618CM7,2021/08/19,2031/08/19,0.620000,上櫃,,DBFUFR,
B618CP　P10台積5B,TW000B618CP0,2021/10/05,2026/10/05,0.540000,上櫃,,DBFUFR,
B618CQ　P10台積5C,TW000B618CQ8,2021/10/05,2028/10/05,0.600000,上櫃,,DBFUFR,
B618CR　P10台積5D,TW000B618CR6,2021/10/05,2031/10/05,0.620000,上櫃,,DBFUFR,
B618CS　P10台積6A,TW000B618CS4,2021/12/09,2026/12/09,0.650000,上櫃,,DBFUFR,
B618CT　P10台積6B,TW000B618CT2,2021/12/09,2027/06/09,0.675000,上櫃,,DBFUFR,
B618CU　P10台積6C,TW000B618CU0,2021/12/09,2028/12/09,0.720000,上櫃,,DBFUFR,
B618CV　P11台積1A,TW000B618CV8,2022/01/12,2027/01/12,0.630000,上櫃,,DBFUFR,
B618CW　P11台積1B,TW000B618CW6,2022/01/12,2029/01/12,0.720000,上櫃,,DBFUFR,
B618CX　P11台積2A,TW000B618CX4,2022/03/29,2026/09/29,0.840000,上櫃,,DBFUFR,
B618CY　P11台積2B,TW000B618CY2,2022/03/29,2027/03/29,0.850000,上櫃,,DBFUFR,
B618CZ　P11台積2C,TW000B618CZ9,2022/03/29,2029/03/29,0.900000,上櫃,,DBFUFR,
B618D1　P11台積3,TW000B618D13,2022/05/20,2027/05/20,1.500000,上櫃,,DBFUFR,
B618D2　P11台積4A,TW000B618D21,2022/07/27,2026/07/27,1.600000,上櫃,,DBFUFR,
B618D3　P11台積4B,TW000B618D39,2022/07/27,2027/07/27,1.700000,上櫃,,DBFUFR,
B618D4　P11台積4C,TW000B618D47,2022/07/27,2029/07/27,1.750000,上櫃,,DBFUFR,
B618D5　P11台積4D,TW000B618D54,2022/07/27,2032/07/27,1.950000,上櫃,,DBFUFR,
B618D6　P11台積5A,TW000B618D62,2022/08/25,2027/06/25,1.650000,上櫃,,DBFUFR,
B618D7　P11台積5B,TW000B618D70,2022/08/25,2027/08/25,1.650000,上櫃,,DBFUFR,
B618D8　P11台積5C,TW000B618D88,2022/08/25,2029/08/25,1.650000,上櫃,,DBFUFR,
